,지하철명,4시~5시,5시~6시,6시~7시,7시~8시,8시~9시,9시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,24시~1시,1시~2시,2시~3시,3시~4시,X좌표,Y좌표,주소
72,옥수,300.0,3801.0,14465.0,32176.0,48839.0,33516.0,24706.0,24274.0,25423.0,27025.0,28355.0,31579.0,35763.0,44265.0,52169.0,35404.0,24787.0,22573.0,18469.0,9039.0,2256.0,2.0,0.0,0.0,127.018672,37.540446,"옥수역, 동호로, 옥수동, 성동구, 서울, 04734, 대한민국"
73,압구정,132.0,5010.0,31654.0,65571.0,178562.0,182922.0,108285.0,97723.0,90342.0,98799.0,103729.0,110364.0,125671.0,162358.0,210772.0,129919.0,92875.0,75173.0,51698.0,17433.0,4194.0,234.0,0.0,0.0,127.028461,37.527072,"압구정, 논현로, 가로수길, 신사동, 강남구, 서울, 06025, 대한민국"
74,신사,62.0,5292.0,24569.0,56489.0,120930.0,155786.0,88083.0,72961.0,73991.0,83008.0,87505.0,94890.0,107952.0,146164.0,204051.0,126577.0,80019.0,79897.0,64388.0,29979.0,7019.0,3.0,0.0,0.0,127.020114,37.516334,"프로포즈 성형외과, 도산대로, 논현동, 강남구, 서울, 06047, 대한민국"
75,잠원,0.0,2526.0,11869.0,19516.0,30061.0,19069.0,13427.0,13621.0,14270.0,14841.0,13881.0,15930.0,21139.0,23565.0,23403.0,15647.0,10242.0,10542.0,9039.0,4216.0,1358.0,1.0,0.0,0.0,127.01122,37.512759,"잠원, 잠원로4길, 잠원동, 서초구, 서울, 06510, 대한민국"
76,고속터미널,129.0,16572.0,86311.0,161184.0,250023.0,263745.0,251929.0,274567.0,279381.0,298838.0,317977.0,343952.0,365319.0,413476.0,420737.0,304809.0,272035.0,195106.0,134065.0,55101.0,7942.0,7.0,0.0,0.0,127.004403,37.50598,"신반포로23길, 반포3동, 서초구, 서울, 06545, 대한민국"
77,남부터미널,46.0,4241.0,35320.0,91634.0,199867.0,128285.0,83926.0,73993.0,77563.0,86880.0,85300.0,91512.0,110580.0,159183.0,203452.0,105995.0,69765.0,60783.0,47161.0,17091.0,3471.0,2.0,0.0,0.0,127.016189,37.485013,"남부터미널역 5번출구, 효령로, 서초3동, 서초구, 서울, 06710, 대한민국"
78,양재,129.0,8030.0,58115.0,144774.0,288637.0,164754.0,92939.0,81641.0,81706.0,91942.0,91061.0,101601.0,123825.0,200292.0,283983.0,140273.0,96816.0,86599.0,62088.0,25225.0,5556.0,11.0,0.0,0.0,127.034653,37.483809,"양재, 강남대로, 양재1동, 서초구, 서울, 06750, 대한민국"
79,매봉,7.0,2257.0,16018.0,41415.0,101195.0,52343.0,28956.0,26528.0,25736.0,26646.0,28638.0,31778.0,36822.0,61217.0,90836.0,37876.0,25220.0,25036.0,17948.0,7334.0,1970.0,55.0,0.0,0.0,127.046769,37.486947,"매봉, 남부순환로, 도곡1동, 강남구, 서울, 06298, 대한민국"
80,도곡,86.0,4106.0,20316.0,48995.0,74119.0,55348.0,33305.0,33138.0,34088.0,35520.0,36560.0,42095.0,50786.0,63708.0,67249.0,41962.0,27976.0,23679.0,19752.0,8210.0,2369.0,287.0,0.0,0.0,127.055186,37.491224,"숙명여자중/고등학교, 선릉로, 도곡2동, 강남구, 서울, 06275, 대한민국"
81,대치,23.0,3672.0,20401.0,39415.0,56901.0,36978.0,28785.0,26760.0,31930.0,35936.0,34177.0,40570.0,48601.0,61223.0,59635.0,44246.0,26990.0,28242.0,36407.0,8854.0,2396.0,5.0,0.0,0.0,127.063642,37.494612,"KB증권빌딩, 3008, 남부순환로, 대치2동, 강남구, 서울, 06228, 대한민국"
82,학여울,8.0,817.0,3545.0,8003.0,14059.0,9604.0,7518.0,6134.0,6768.0,7556.0,7472.0,8445.0,10482.0,11908.0,12639.0,6348.0,4348.0,3746.0,2867.0,1374.0,433.0,1.0,0.0,0.0,127.070594,37.496663,"학여울역 1번출구, 남부순환로, 대치동, 강남구, 서울, 06285, 대한민국"
83,대청,101.0,4855.0,18054.0,47835.0,64744.0,35016.0,24680.0,22039.0,23263.0,25225.0,24317.0,29064.0,39569.0,46087.0,56623.0,35733.0,23588.0,20835.0,19454.0,9170.0,2753.0,5.0,0.0,0.0,127.079532,37.493514,"중동고등학교, 7, 일원로, 일원1동, 강남구, 서울, 06338, 대한민국"
84,일원,9.0,3789.0,19212.0,56992.0,52180.0,38410.0,35102.0,30627.0,33756.0,32976.0,32866.0,37235.0,44380.0,53890.0,40006.0,28115.0,18230.0,15297.0,14593.0,6176.0,1679.0,11.0,0.0,0.0,127.08439,37.483681,"삼성생명 일원역 빌딩, 115, 일원로, 일원본동, 강남구, 서울, 06355, 대한민국"
85,수서,299.0,15120.0,53453.0,127260.0,193094.0,121452.0,100397.0,81443.0,101310.0,93398.0,80749.0,110667.0,129583.0,158256.0,195681.0,114355.0,89896.0,70052.0,65413.0,27636.0,4738.0,260.0,0.0,0.0,127.101422,37.487472,"수서역 공영주차장 전기차충전소, 밤고개로, 수서동, 강남구, 서울, 06349, 대한민국"
86,가락시장,148.0,8787.0,24572.0,57159.0,107536.0,62517.0,47853.0,47324.0,47847.0,48813.0,50718.0,56336.0,61042.0,78492.0,106042.0,57896.0,41970.0,37679.0,29870.0,14916.0,4945.0,552.0,0.0,0.0,127.118398,37.492888,"가락시장, 송파대로, 가락본동, 송파구, 서울, 05833, 대한민국"
87,경찰병원,30.0,3184.0,10774.0,32356.0,55848.0,32060.0,20691.0,17425.0,18121.0,19769.0,18595.0,19943.0,21056.0,31934.0,44158.0,24791.0,15935.0,14108.0,11609.0,6048.0,1505.0,12.0,0.0,0.0,127.12454,37.495918,"경찰병원역 2번출구, 중대로, 가락본동, 송파구, 서울, 05661, 대한민국"
88,오금,37.0,5597.0,15943.0,51398.0,79444.0,38078.0,23435.0,21290.0,24145.0,23905.0,21807.0,25522.0,31693.0,43616.0,57927.0,31350.0,20571.0,18793.0,17759.0,9757.0,3037.0,18.0,1.0,0.0,127.127938,37.502057,"오금, 오금로, 가락본동, 송파구, 서울, 05661, 대한민국"
89,당고개,42.0,8319.0,20505.0,47939.0,48893.0,33581.0,25219.0,22885.0,24144.0,25159.0,24573.0,25743.0,29295.0,33666.0,38884.0,33240.0,21738.0,19089.0,15955.0,10623.0,3423.0,372.0,0.0,0.0,127.079066,37.670272,"상계로, 상계3·4동, 노원구, 서울, 01633, 대한민국"
90,상계,47.0,14385.0,44633.0,105956.0,99578.0,62820.0,46362.0,44347.0,50275.0,47358.0,46799.0,51452.0,62001.0,75152.0,90545.0,76649.0,48749.0,42758.0,39804.0,22253.0,5624.0,580.0,0.0,0.0,127.073572,37.660878,"상계, 상계로, 상계5동, 노원구, 서울, 01662, 대한민국"
91,노원,357.0,22107.0,54203.0,123723.0,180023.0,139450.0,110525.0,110341.0,123365.0,129745.0,129417.0,139365.0,158067.0,184676.0,225334.0,172063.0,115456.0,98946.0,83905.0,45726.0,13662.0,750.0,0.0,0.0,127.060462,37.654836,"노원역 3번출구, 동일로, 상계동, 노원구, 서울, 01689, 대한민국"
92,창동,2189.0,19342.0,54171.0,108140.0,122491.0,85592.0,70444.0,67751.0,75632.0,79318.0,80114.0,86808.0,101165.0,115187.0,141474.0,104470.0,67086.0,58959.0,50414.0,28683.0,9176.0,129.0,0.0,0.0,127.047806,37.653007,"1, 노해로63길, 창동, 도봉구, 서울, 01400, 대한민국"
93,쌍문,284.0,25425.0,61828.0,143606.0,159870.0,101330.0,73906.0,67251.0,71827.0,69492.0,67177.0,75243.0,91103.0,109193.0,144255.0,122546.0,76502.0,67246.0,58549.0,34490.0,9711.0,25.0,0.0,0.0,127.034709,37.648627,"쌍문, 도봉로, 창1동, 도봉구, 서울, 01453, 대한민국"
94,수유,88.0,25452.0,60751.0,140043.0,181958.0,120484.0,86434.0,83519.0,88682.0,92262.0,91429.0,100743.0,122459.0,148427.0,197281.0,152268.0,96291.0,86468.0,73285.0,44971.0,11123.0,12.0,3.0,0.0,127.025732,37.638052,"수유, 도봉로, 번동, 강북구, 서울, 01065, 대한민국"
95,미아,63.0,13530.0,26988.0,63304.0,88266.0,55256.0,40090.0,43559.0,41442.0,41901.0,45163.0,47789.0,55438.0,66314.0,77578.0,57073.0,34964.0,31490.0,26253.0,14339.0,3856.0,3.0,0.0,0.0,127.025983,37.62667,"미아역 7번출구, 도봉로, 미아동, 강북구, 서울, 01179, 대한민국"
96,미아사거리,70.0,18111.0,45714.0,115366.0,132468.0,94053.0,70895.0,68708.0,72580.0,76001.0,77375.0,87745.0,103788.0,115276.0,147092.0,114001.0,76134.0,62132.0,50941.0,26461.0,6649.0,3.0,0.0,0.0,127.030053,37.613292,"미아사거리, 도봉로, 송중동, 강북구, 서울, 01179, 대한민국"
97,길음,22.0,12319.0,41573.0,104111.0,124137.0,78245.0,59719.0,57235.0,58587.0,61502.0,59826.0,64229.0,77956.0,95792.0,121000.0,84654.0,54192.0,51068.0,45961.0,24338.0,6505.0,4.0,2.0,0.0,127.025053,37.603407,"길음1동, 성북구, 서울, 02735, 대한민국"
98,성신여대입구,22.0,8492.0,28765.0,73093.0,114968.0,77065.0,61900.0,74232.0,73613.0,76382.0,82972.0,83339.0,95785.0,121541.0,145308.0,99034.0,71955.0,72024.0,61780.0,34305.0,9670.0,7.0,0.0,0.0,127.016516,37.592467,"성신여대입구, 동소문로20길, 동선동2가, 동선동, 성북구, 서울, 02847, 대한민국"
99,한성대입구,53.0,7801.0,19488.0,49000.0,70290.0,52743.0,44017.0,41269.0,45778.0,46903.0,46054.0,48641.0,60950.0,67669.0,72817.0,52562.0,37510.0,34735.0,29090.0,16014.0,5743.0,1712.0,0.0,0.0,127.006221,37.588458,"한성대입구역 1번출구, 동소문로, 삼선동, 성북구, 서울, 02833, 대한민국"
100,혜화,22.0,6081.0,30645.0,71730.0,144748.0,120311.0,103994.0,114364.0,118743.0,138809.0,142016.0,153058.0,160983.0,188747.0,211201.0,130659.0,94808.0,121248.0,103159.0,39610.0,8100.0,587.0,0.0,0.0,127.001844,37.582336,"새마을식당, 대학로11길, 혜화동, 종로구, 서울, 03079, 대한민국"
101,명동,22.0,1962.0,18828.0,56809.0,128315.0,104024.0,76089.0,81003.0,91714.0,90584.0,92923.0,109769.0,119594.0,142212.0,178110.0,100378.0,81786.0,70158.0,48965.0,17999.0,3163.0,84.0,0.0,0.0,126.986325,37.560989,"명동역 8번출구, 퇴계로, 명동, 중구, 서울, 04536, 대한민국"
102,회현,7.0,2467.0,23591.0,58653.0,141272.0,114389.0,90001.0,93758.0,94774.0,99754.0,107142.0,110048.0,116873.0,132674.0,154405.0,66807.0,55966.0,29532.0,17744.0,7090.0,1640.0,69.0,0.0,0.0,126.978246,37.558514,"남대문시장.회현역, 퇴계로, 회현동, 중구, 서울, 04634, 대한민국"
103,숙대입구,9.0,3521.0,14645.0,41573.0,78056.0,53880.0,44446.0,39500.0,43539.0,43540.0,42307.0,46247.0,62140.0,73228.0,94432.0,52360.0,39923.0,39324.0,32383.0,17743.0,3669.0,9.0,0.0,0.0,126.972106,37.54456,"숙대입구역 9번출구, 한강대로, 남영동, 용산구, 서울, 04334, 대한민국"
104,삼각지,6.0,3294.0,15883.0,46276.0,77492.0,45121.0,30724.0,32489.0,36069.0,38236.0,38020.0,42139.0,51474.0,70976.0,95108.0,48271.0,38364.0,34449.0,29455.0,16007.0,3955.0,51.0,0.0,0.0,126.974032,37.535534,"삼각지, 이태원로, 한강로동, 용산구, 서울, 04353, 대한민국"
105,신용산,9.0,2373.0,16924.0,49137.0,108373.0,85492.0,44418.0,41504.0,43450.0,47759.0,46570.0,53832.0,66291.0,99778.0,142204.0,68278.0,49090.0,44953.0,30522.0,15267.0,2938.0,74.0,0.0,0.0,126.967894,37.52917,"신용산, 한강대로, 한강로동, 용산구, 서울, 04386, 대한민국"
106,이촌,108.0,3775.0,18638.0,40546.0,63195.0,52975.0,43643.0,42041.0,49593.0,51651.0,51490.0,56598.0,64144.0,69242.0,70138.0,38456.0,26935.0,24597.0,17721.0,8565.0,2196.0,116.0,0.0,0.0,126.973406,37.522427,"2, 서빙고로, 한강로동, 용산구, 서울, 04379, 대한민국"
107,동작,15.0,1548.0,5621.0,11963.0,17293.0,12364.0,9866.0,9848.0,9954.0,10739.0,10164.0,11739.0,13284.0,14848.0,16388.0,9082.0,7404.0,5677.0,4658.0,2586.0,1108.0,341.0,0.0,0.0,126.978153,37.502878,"동작테니스장, 현충로, 사당2동, 동작구, 서울, 06694, 대한민국"
108,총신대입구,120.0,7065.0,25925.0,68652.0,106552.0,70846.0,54976.0,53699.0,57066.0,62353.0,62176.0,67409.0,76944.0,94136.0,124382.0,74355.0,52689.0,45021.0,38692.0,20500.0,4396.0,645.0,0.0,0.0,126.981989,37.486263,"이수역 12번출구, 동작대로, 사당2동, 동작구, 서울, 06997, 대한민국"
109,남태령,56.0,500.0,2632.0,6167.0,9398.0,5364.0,3630.0,3742.0,3822.0,3444.0,3620.0,3670.0,4764.0,7045.0,6058.0,3215.0,2618.0,1937.0,1237.0,676.0,185.0,0.0,0.0,0.0,126.989134,37.463873,"남태령, 과천대로, 방배동, 서초구, 서울, 06701, 대한민국"
110,방화,9.0,5297.0,15276.0,34214.0,39478.0,22778.0,16832.0,16225.0,18418.0,19612.0,17514.0,19208.0,22677.0,25280.0,31944.0,25132.0,15817.0,13020.0,11865.0,6671.0,2556.0,283.0,0.0,0.0,126.812741,37.577446,"방화, 금낭화로, 방화3동, 강서구, 서울, 07511, 대한민국"
111,개화산,2.0,4696.0,12320.0,29831.0,36768.0,18799.0,13320.0,13245.0,14580.0,13327.0,13355.0,14786.0,17891.0,22561.0,30802.0,21221.0,12247.0,11097.0,9749.0,5035.0,1696.0,80.0,0.0,0.0,126.806171,37.572399,"개화산역 2번 출구, 양천로, 방화2동, 강서구, 서울, 07602, 대한민국"
112,김포공항,21.0,10121.0,45031.0,76084.0,93615.0,71989.0,81136.0,92816.0,93799.0,96511.0,98161.0,101281.0,106537.0,123731.0,132308.0,85212.0,61539.0,54878.0,53002.0,12796.0,2678.0,51.0,0.0,0.0,126.801868,37.56236,"김포공항역 3번출구, 하늘길, 방화2동, 강서구, 서울, 07612, 대한민국"
113,송정,21.0,4975.0,12226.0,28485.0,34808.0,22831.0,17249.0,16518.0,17858.0,17626.0,17206.0,18429.0,22636.0,26035.0,32923.0,23045.0,15081.0,13557.0,12151.0,6641.0,2176.0,9.0,0.0,0.0,126.811973,37.561184,"송정역 3번 출구, 공항대로, 공항동, 강서구, 서울, 07622, 대한민국"
114,마곡,8.0,4669.0,15451.0,40446.0,77850.0,47034.0,24827.0,21912.0,22799.0,25290.0,25268.0,27961.0,35570.0,50219.0,72084.0,37910.0,23120.0,20147.0,16084.0,7598.0,2738.0,15.0,0.0,0.0,126.825448,37.560183,"마곡역 2번 출입구, 공항대로, 공항동, 강서구, 서울, 07800, 대한민국"
115,발산,5.0,5751.0,23497.0,67857.0,143443.0,80561.0,49729.0,51711.0,54253.0,59113.0,59418.0,65454.0,76152.0,108028.0,145801.0,76994.0,52001.0,47853.0,37748.0,17661.0,4453.0,3.0,0.0,0.0,126.837668,37.558598,"공항대로, 가양1동, 강서구, 서울, 07803, 대한민국"
116,우장산,1.0,7261.0,27156.0,74252.0,85328.0,49629.0,36920.0,35774.0,40318.0,40741.0,39479.0,46374.0,53937.0,59823.0,76403.0,55754.0,33625.0,30261.0,28508.0,14512.0,3866.0,5.0,0.0,0.0,126.836318,37.548768,"우장산, 강서로, 발산1동, 강서구, 서울, 07632, 대한민국"
117,화곡,309.0,25389.0,52465.0,135736.0,189001.0,101992.0,64569.0,60434.0,63915.0,66419.0,62684.0,69135.0,87370.0,111209.0,166892.0,115975.0,70646.0,65209.0,53915.0,30671.0,8866.0,26.0,0.0,0.0,126.840461,37.541513,"국민은행ATM, 강서로, 화곡1동, 강서구, 서울, 07726, 대한민국"
118,까치산,198.0,27508.0,52874.0,141907.0,187352.0,101572.0,65026.0,61422.0,66651.0,66282.0,64765.0,74446.0,87948.0,106699.0,160204.0,121021.0,76201.0,71387.0,58703.0,34043.0,9545.0,508.0,0.0,0.0,126.846683,37.531768,"까치산역 3번출구, 강서로, 화곡1동, 강서구, 서울, 07757, 대한민국"
119,신정,55.0,13470.0,27727.0,77260.0,95914.0,47942.0,28104.0,25969.0,27808.0,26795.0,25218.0,29958.0,37059.0,45604.0,67038.0,46186.0,28762.0,26654.0,24377.0,13855.0,3956.0,0.0,0.0,0.0,126.856191,37.524997,"신정, 오목로, 신정4동, 양천구, 서울, 07993, 대한민국"
120,목동,10.0,9856.0,27075.0,76769.0,106037.0,59028.0,40376.0,37030.0,40579.0,43157.0,41791.0,45899.0,57026.0,76708.0,114651.0,72560.0,45353.0,41726.0,38039.0,18536.0,5504.0,0.0,0.0,0.0,126.864931,37.526065,"목동역 5번출구, 오목로, 목1동, 양천구, 서울, 07993, 대한민국"
121,오목교,4.0,7063.0,24558.0,80993.0,126602.0,86952.0,55676.0,54208.0,57924.0,61067.0,62914.0,66551.0,81517.0,105407.0,146299.0,85021.0,63452.0,52616.0,43085.0,18744.0,4681.0,0.0,0.0,0.0,126.875181,37.524496,"오목교, 오목로, 목1동, 양천구, 서울, 08006, 대한민국"
122,양평,52.0,4550.0,16595.0,46361.0,80459.0,38033.0,24633.0,24189.0,26629.0,24959.0,26346.0,27882.0,32316.0,44812.0,68252.0,33140.0,24431.0,19097.0,16753.0,9555.0,2750.0,0.0,0.0,0.0,126.886129,37.525569,"양평, 양산로, 양평동, 영등포구, 서울, 07272, 대한민국"
123,영등포시장,0.0,3510.0,10919.0,36164.0,72290.0,38932.0,26561.0,26234.0,32011.0,36324.0,32815.0,34230.0,39900.0,50077.0,73674.0,36327.0,23232.0,22157.0,17650.0,9664.0,2400.0,1.0,0.0,0.0,126.905139,37.522669,"영등포시장, 영중로, 영등포동, 영등포구, 서울, 07245, 대한민국"
124,신길,774.0,14658.0,23066.0,65564.0,102981.0,49020.0,27616.0,25281.0,28956.0,27604.0,26353.0,29826.0,38152.0,56669.0,87330.0,44579.0,30904.0,31621.0,25636.0,14465.0,3585.0,9.0,0.0,0.0,126.914839,37.517623,"신길역 3번 출구, 경인로112길, 영등포동, 영등포구, 서울, 07316, 대한민국"
125,여의도,60.0,10859.0,61358.0,295971.0,432281.0,203756.0,105182.0,116335.0,113306.0,130108.0,130412.0,144961.0,182233.0,386399.0,431257.0,188584.0,147517.0,118317.0,71788.0,27705.0,7378.0,261.0,0.0,0.0,126.92403,37.52176,"여의동, 영등포구, 서울, 07328, 대한민국"
126,여의나루,5.0,2683.0,14221.0,46147.0,81310.0,39087.0,28428.0,29962.0,34157.0,41581.0,48047.0,55229.0,65585.0,92638.0,103804.0,48022.0,43608.0,30171.0,19363.0,6478.0,1207.0,0.0,0.0,0.0,126.932901,37.527098,"여의동, 영등포구, 서울, 07337, 대한민국"
127,마포,24.0,3658.0,14984.0,47740.0,108923.0,57017.0,32288.0,32634.0,33065.0,34669.0,32602.0,35290.0,42332.0,68539.0,110556.0,48241.0,34085.0,35039.0,26387.0,13019.0,2850.0,0.0,0.0,0.0,126.945932,37.539574,"마포, 마포대로, 14통, 도화동, 마포구, 서울, 04168, 대한민국"
128,공덕,194.0,12191.0,39962.0,135265.0,301830.0,162389.0,88303.0,86066.0,89084.0,95394.0,90456.0,98781.0,121732.0,195334.0,301106.0,136525.0,94321.0,93757.0,75443.0,39749.0,10331.0,114.0,0.0,0.0,126.952024,37.54253,"효성해링턴스퀘어 B동, 새창로4길, 1통, 도화동, 마포구, 서울, 04181, 대한민국"
129,애오개,23.0,2628.0,9629.0,26907.0,51351.0,26773.0,16484.0,15743.0,16330.0,18722.0,17680.0,18848.0,21338.0,29265.0,44281.0,20651.0,13726.0,12569.0,10411.0,5533.0,2028.0,379.0,0.0,0.0,126.95682,37.553736,"애오개, 마포대로, 아현동, 마포구, 서울, 04143, 대한민국"
130,서대문,6.0,4068.0,21160.0,88244.0,188848.0,75168.0,42467.0,43097.0,42882.0,46950.0,45166.0,48736.0,59921.0,100741.0,150895.0,48976.0,36381.0,34001.0,24184.0,11247.0,2380.0,41.0,0.0,0.0,126.966641,37.565773,"서대문, 충정로, 충현동, 서대문구, 서울, 03735, 대한민국"
131,광화문,12.0,1994.0,30837.0,86459.0,266297.0,143802.0,72729.0,79248.0,73138.0,84446.0,85562.0,91031.0,109533.0,163921.0,267855.0,99244.0,72709.0,75264.0,47458.0,18307.0,5752.0,2.0,0.0,0.0,126.97717,37.571525,"광화문, 172, 세종대로, 종로1·2·3·4가동, 종로구, 서울, 03141, 대한민국"
132,청구,26.0,3989.0,9984.0,24780.0,59258.0,33677.0,18641.0,17409.0,17563.0,19548.0,19085.0,20396.0,25014.0,29859.0,45857.0,28753.0,17916.0,15446.0,13690.0,7532.0,2029.0,21.0,0.0,0.0,127.013986,37.560608,"청구역 2번 출구, 다산로, 4통, 신당동, 중구, 서울, 04569, 대한민국"
133,신금호,44.0,3389.0,10189.0,31041.0,44085.0,23509.0,15952.0,14437.0,16723.0,17569.0,16517.0,20032.0,24101.0,27518.0,38073.0,24863.0,15668.0,13818.0,11379.0,6629.0,2093.0,15.0,0.0,0.0,127.020331,37.554548,"행당로, 금호1가동, 성동구, 서울, 04723, 대한민국"
134,행당,22.0,4644.0,14090.0,37468.0,55521.0,29997.0,19933.0,18601.0,19810.0,19454.0,19310.0,21804.0,25100.0,30829.0,43692.0,27747.0,17850.0,16822.0,13984.0,7359.0,2390.0,35.0,0.0,0.0,127.029476,37.557322,"서울행현초등학교, 행당로, 행당2동, 성동구, 서울, 04713, 대한민국"
135,마장,0.0,2952.0,9624.0,22400.0,37270.0,23092.0,16544.0,15288.0,17733.0,17074.0,15864.0,17300.0,20830.0,24769.0,31567.0,19614.0,12673.0,11876.0,10117.0,5033.0,1514.0,58.0,0.0,0.0,127.042973,37.5661,"마장, 마장로, 마장동, 성동구, 서울, 02597, 대한민국"
136,답십리,13.0,10386.0,25791.0,70193.0,108944.0,57621.0,37453.0,34348.0,37266.0,38801.0,36354.0,40383.0,48892.0,65340.0,93333.0,56257.0,35773.0,31577.0,26196.0,13534.0,4150.0,78.0,0.0,0.0,127.052704,37.566747,"답십리, 천호대로, 용답동, 성동구, 서울, 02597, 대한민국"
137,장한평,46.0,8595.0,30327.0,77941.0,144161.0,71000.0,43416.0,38928.0,40738.0,41583.0,39289.0,44609.0,57526.0,81832.0,128065.0,72235.0,41857.0,37177.0,31196.0,17067.0,4706.0,186.0,0.0,0.0,127.064623,37.56144,"장한평역 6번출구, 천호대로, 장안평자동차용품거리, 용답동, 성동구, 서울, 02633, 대한민국"
138,군자,43.0,18262.0,38493.0,91478.0,167819.0,99922.0,59568.0,55327.0,58960.0,62818.0,60864.0,67836.0,83190.0,111662.0,163949.0,105314.0,69011.0,65513.0,56149.0,31418.0,11830.0,1087.0,0.0,0.0,127.079338,37.556897,"군자역 6번출구, 능동사거리 횡단보도, 능동, 광진구, 서울, 04929, 대한민국"
139,아차산,8.0,10443.0,23424.0,57561.0,89529.0,52744.0,41221.0,38614.0,41583.0,43772.0,44588.0,49942.0,56840.0,65207.0,81654.0,54449.0,34623.0,31703.0,26083.0,13175.0,3698.0,12.0,0.0,0.0,127.089761,37.551691,"아차산, 천호대로, 구의2동, 광진구, 서울, 04975, 대한민국"
140,광나루,8.0,7243.0,24656.0,58310.0,82625.0,51261.0,40850.0,36083.0,37830.0,40259.0,39375.0,42225.0,50633.0,61219.0,76220.0,44717.0,31123.0,32052.0,26893.0,12213.0,2965.0,9.0,0.0,0.0,127.10357,37.545303,"광나루, 천호대로, 광장동, 광진구, 서울, 04983, 대한민국"
141,천호,116.0,21801.0,53892.0,105067.0,168337.0,118490.0,87558.0,88681.0,96065.0,101259.0,103992.0,117770.0,136495.0,168705.0,209093.0,141991.0,97814.0,80111.0,64692.0,33283.0,10119.0,272.0,0.0,0.0,127.123254,37.538113,"천호, 올림픽로, 성내2동, 강동구, 서울, 05520, 대한민국"
142,강동,118.0,12028.0,31072.0,87146.0,119999.0,66920.0,46266.0,43369.0,45611.0,48952.0,47333.0,52656.0,60006.0,80085.0,102117.0,63101.0,42719.0,38220.0,31330.0,18001.0,6968.0,43.0,0.0,0.0,127.132481,37.535804,"강동, 천호대로, 성내2동, 강동구, 서울, 05329, 대한민국"
143,길동,7.0,5311.0,13248.0,29707.0,44693.0,29248.0,21667.0,22305.0,24038.0,24430.0,24403.0,26298.0,31920.0,34687.0,44731.0,28640.0,18140.0,16009.0,13038.0,6767.0,2859.0,11.0,0.0,0.0,127.140004,37.537801,"길동역3번출구, 양재대로, 길동, 강동구, 서울, 05373, 대한민국"
144,굽은다리,1.0,7675.0,16818.0,43174.0,51632.0,32659.0,24429.0,23952.0,24866.0,26319.0,25659.0,26207.0,32093.0,36263.0,50717.0,36367.0,23293.0,20481.0,18346.0,8821.0,3188.0,18.0,0.0,0.0,127.142853,37.545477,"굽은다리역 1번 출구, 양재대로, 천호1동, 강동구, 서울, 05306, 대한민국"
145,명일,3.0,6542.0,18123.0,44115.0,45922.0,29801.0,25162.0,23778.0,23528.0,25011.0,23434.0,26412.0,33466.0,33173.0,50603.0,37633.0,21447.0,19045.0,16610.0,8929.0,3091.0,47.0,0.0,0.0,127.143999,37.55137,"명일역 3번출구, 양재대로, 명일1동, 강동구, 서울, 05257, 대한민국"
146,고덕,4.0,6033.0,17730.0,46096.0,46008.0,31232.0,27500.0,26872.0,28083.0,31310.0,29419.0,33109.0,40313.0,42068.0,48307.0,36060.0,21082.0,20607.0,18673.0,7849.0,3012.0,251.0,0.0,0.0,127.154151,37.555004,"고덕, 고덕로, 명일2동, 강동구, 서울, 05235, 대한민국"
147,상일동,52.0,11277.0,37530.0,92532.0,73964.0,44121.0,33467.0,28554.0,33371.0,33352.0,30896.0,38117.0,42622.0,55693.0,74758.0,62200.0,34708.0,30305.0,25672.0,14340.0,6394.0,1450.0,0.0,0.0,127.166417,37.556712,"상일동, 고덕로, 고덕2동, 강동구, 서울, 05224, 대한민국"
148,둔촌동,1.0,4707.0,17925.0,36355.0,48068.0,27617.0,21330.0,21066.0,21933.0,23596.0,22520.0,25962.0,32815.0,41656.0,53743.0,32674.0,17932.0,18108.0,15763.0,7176.0,1735.0,0.0,0.0,0.0,127.136248,37.527788,"둔촌동, 양재대로, 성내3동, 강동구, 서울, 05376, 대한민국"
149,올림픽공원,0.0,4486.0,21345.0,40243.0,63504.0,41971.0,34875.0,32817.0,38564.0,38692.0,37781.0,44695.0,53573.0,59840.0,70136.0,40751.0,41693.0,34923.0,25745.0,11925.0,2910.0,15.0,0.0,0.0,127.130288,37.516269,"파리크라상, 양재대로, 오륜동, 송파구, 서울, 05648, 대한민국"
150,방이,2.0,3180.0,11306.0,27046.0,42224.0,24783.0,18317.0,16466.0,19985.0,19424.0,18901.0,22286.0,26443.0,36034.0,43721.0,27878.0,18059.0,18530.0,16806.0,6045.0,1465.0,0.0,0.0,0.0,127.126133,37.508857,"방이역 4번출구, 양재대로, 방이1동, 송파구, 서울, 05657, 대한민국"
151,개롱,8.0,4372.0,13134.0,31450.0,38614.0,22280.0,16519.0,15603.0,16740.0,18034.0,16918.0,18668.0,26550.0,30112.0,35130.0,26665.0,15382.0,12928.0,12716.0,5892.0,1914.0,0.0,0.0,0.0,127.13482,37.498079,"개롱, 오금로, 오금동, 송파구, 서울, 05770, 대한민국"
