,정류장명,24시~1시,1시~2시,2시~3시,3시~4시,4시~5시,5시~6시,6시~7시,7시~8시,8시~9시,9시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,X좌표,Y좌표,_ROAD_AD
0,한성여객종점,9870.0,3649.0,1785.0,10871.0,6611.0,4089.0,12999.0,42937.0,47574.0,32502.0,29287.0,28999.0,34893.0,36063.0,36499.0,39098.0,48338.0,49968.0,53706.0,43814.0,30822.0,37834.0,28589.0,14958.0,127.0705249959,37.6374748773,서울특별시 노원구 한글비석로 77
1,하계1동주민센터,3010.0,0.0,0.0,0.0,512.0,9358.0,30472.0,51421.0,55004.0,39719.0,42498.0,40679.0,45424.0,44087.0,45910.0,52953.0,72136.0,56866.0,60183.0,45326.0,43975.0,46880.0,51226.0,14448.0,127.0728303267,37.6404263202,서울특별시 노원구 노원로 259
2,숭곡초교입구,21872.0,2270.0,0.0,0.0,0.0,1820.0,12533.0,37249.0,70149.0,37414.0,39026.0,46167.0,60146.0,65594.0,67308.0,80217.0,92969.0,98129.0,98695.0,80191.0,67975.0,56713.0,55765.0,34401.0,127.0322405345,37.6099346062,서울특별시 성북구 종암로40길 42
3,창문여고,43509.0,4413.0,0.0,0.0,0.0,18045.0,43549.0,135329.0,193096.0,112001.0,124418.0,131960.0,149325.0,162446.0,160876.0,228566.0,288500.0,265517.0,302339.0,270311.0,197034.0,189354.0,179853.0,93987.0,127.0358638935,37.6121340119,서울특별시 강북구 월계로 57
4,동방고개,7208.0,943.0,0.0,0.0,0.0,1520.0,4901.0,16781.0,27008.0,14294.0,10395.0,9227.0,12357.0,13366.0,13471.0,17770.0,21746.0,18865.0,23560.0,22045.0,17111.0,13637.0,13691.0,10627.0,127.0383227067,37.6137524896,서울특별시 성북구 월계로 88
5,장위동그린빌아파트,8311.0,1066.0,0.0,0.0,0.0,840.0,4746.0,17733.0,29333.0,14216.0,11569.0,15126.0,19923.0,24156.0,21244.0,24738.0,32410.0,39792.0,42827.0,39337.0,26231.0,23832.0,24077.0,13488.0,127.0430066211,37.6177787253,서울특별시 성북구 돌곶이로41가길 54
6,북서울꿈의숲,29088.0,4200.0,1344.0,798.0,18202.0,32197.0,83319.0,222183.0,270382.0,156086.0,136614.0,139681.0,163609.0,176430.0,195381.0,218231.0,240028.0,261779.0,248970.0,217221.0,150446.0,159145.0,117151.0,62904.0,127.0444485185,37.6194253735,서울특별시 성북구 월계로 170
7,장월초등학교,22392.0,3724.0,1407.0,630.0,567.0,546.0,14965.0,81105.0,96642.0,50405.0,42143.0,43047.0,45400.0,53187.0,57222.0,57996.0,75119.0,83403.0,91764.0,83267.0,57305.0,56649.0,53352.0,37686.0,127.0487105636,37.6234659543,서울특별시 강북구 월계로 227
8,롯데캐슬루나아파트,16181.0,3292.0,924.0,546.0,630.0,840.0,12274.0,84190.0,105963.0,60314.0,41981.0,41543.0,47113.0,50643.0,60910.0,66229.0,81787.0,75368.0,76783.0,54950.0,42357.0,42827.0,42785.0,30374.0,127.051303919,37.6253859655,서울특별시 노원구 월계로 264
9,인덕대앞,20903.0,4491.0,1239.0,399.0,1050.0,14661.0,51999.0,163494.0,235449.0,210219.0,118741.0,98270.0,132643.0,155921.0,134791.0,130795.0,173857.0,175333.0,144276.0,92584.0,67411.0,76719.0,62778.0,31119.0,127.0547376407,37.6295406121,서울특별시 노원구 초안산로 19
10,월계보건지소,19872.0,4576.0,1344.0,588.0,26750.0,35157.0,56480.0,132790.0,193658.0,143326.0,118559.0,117987.0,145946.0,149835.0,153686.0,171121.0,192973.0,179993.0,181381.0,139220.0,108401.0,104979.0,101986.0,43347.0,127.0616865136,37.6315831486,서울특별시 노원구 월계로 378
11,하계시영아파트,20120.0,6066.0,987.0,462.0,777.0,10434.0,29390.0,94258.0,116642.0,73493.0,51027.0,50019.0,57711.0,61362.0,65545.0,72016.0,84998.0,94027.0,88205.0,64065.0,52934.0,50854.0,49638.0,31210.0,127.0655691686,37.6339842413,서울특별시 노원구 한글비석로 24
12,골마을근린공원,24.0,0.0,0.0,0.0,9034.0,21555.0,49664.0,141114.0,140781.0,85649.0,68049.0,58895.0,58936.0,64767.0,53579.0,55966.0,76909.0,72120.0,65854.0,39989.0,31560.0,39847.0,44470.0,6040.0,127.0744135342,37.6383654607,서울특별시 노원구 한글비석로 107
13,하계장미아파트,22297.0,10301.0,3571.0,2932.0,24729.0,66456.0,108697.0,355541.0,425162.0,259150.0,184210.0,159664.0,201185.0,211616.0,189510.0,214043.0,275954.0,280084.0,268583.0,165775.0,123334.0,118058.0,127507.0,55005.0,127.0669625244,37.6349277927,서울특별시 노원구 한글비석로 39-2
14,하계미성아파트.을지병원,53514.0,7848.0,1407.0,1134.0,2079.0,6558.0,41054.0,110905.0,171868.0,130863.0,110960.0,99139.0,121449.0,136824.0,135666.0,147992.0,170388.0,199129.0,246205.0,285903.0,183818.0,176753.0,167557.0,115935.0,127.0694328255,37.6365847976,서울특별시 노원구 한글비석로 63-2
15,대진고등학교,12486.0,2063.0,78.0,0.0,126.0,1037.0,9761.0,55038.0,53432.0,32672.0,30343.0,23014.0,29206.0,27565.0,31083.0,37382.0,50189.0,48509.0,51183.0,48898.0,34257.0,30662.0,34076.0,23941.0,127.0736490566,37.6379362241,서울특별시 노원구 한글비석로 107
16,서울온천,13584.0,3232.0,0.0,0.0,315.0,4525.0,20242.0,119351.0,91758.0,62283.0,55404.0,53034.0,61437.0,69733.0,75841.0,87389.0,107375.0,103898.0,102889.0,98724.0,66173.0,64765.0,59654.0,33595.0,127.0743080173,37.6393648263,서울특별시 노원구 노원로 244
17,노원경찰서.혜성여고,12585.0,1517.0,0.0,0.0,455.0,5503.0,15999.0,52868.0,98188.0,66237.0,55504.0,55196.0,57507.0,59389.0,53501.0,77646.0,84330.0,78220.0,79725.0,73747.0,52522.0,48956.0,45856.0,27397.0,127.0725259962,37.6420899031,서울특별시 노원구 노원로15길 10
18,하계현대아파트,8350.0,3710.0,0.0,0.0,1428.0,7970.0,18311.0,50700.0,54613.0,31668.0,25259.0,27643.0,31054.0,29292.0,27999.0,32864.0,43447.0,41476.0,39900.0,40342.0,26302.0,24015.0,21478.0,11756.0,127.0711485363,37.6449579802,서울특별시 노원구 노원로 314
19,롯데마트,9168.0,5097.0,0.0,0.0,2040.0,1282.0,6900.0,23831.0,24831.0,24518.0,26054.0,28488.0,33475.0,37997.0,35230.0,39283.0,43259.0,45370.0,48272.0,39473.0,31600.0,32978.0,22287.0,9165.0,127.0701921103,37.6473689426,서울특별시 노원구 노원로 334-2
20,상명초등학교,2382.0,1763.0,0.0,0.0,2772.0,11139.0,20248.0,72274.0,71226.0,40146.0,24716.0,23534.0,24020.0,21350.0,21728.0,27959.0,52248.0,31827.0,24109.0,13260.0,10074.0,9637.0,11558.0,3895.0,127.0679397593,37.6479631718,서울특별시 노원구 덕릉로 553
21,중계건영2차아파트,3921.0,1763.0,0.0,0.0,10659.0,24990.0,73185.0,202674.0,205667.0,118868.0,70806.0,66606.0,71190.0,61259.0,51558.0,58218.0,84053.0,75141.0,64854.0,46082.0,30550.0,30652.0,42793.0,11505.0,127.0653984973,37.6460948667,서울특별시 노원구 덕릉로 517
22,하계역,32666.0,15821.0,8367.0,9683.0,53604.0,117957.0,182407.0,432927.0,505337.0,370500.0,337286.0,353510.0,402377.0,407347.0,416723.0,439009.0,499506.0,492018.0,477580.0,357529.0,309290.0,270306.0,242813.0,90415.0,127.0683473286,37.6351558735,서울특별시 노원구 동일로 1192-7
23,중계역,22149.0,12166.0,5538.0,5401.0,58173.0,38509.0,59221.0,140265.0,198077.0,148859.0,111332.0,112023.0,139059.0,151255.0,134985.0,162858.0,170225.0,170450.0,166332.0,110204.0,88656.0,97381.0,89018.0,39150.0,127.0628447488,37.6480849384,서울특별시 노원구 동일로 1331-2
24,하계한신청구아파트,287.0,615.0,0.0,0.0,0.0,0.0,0.0,410.0,656.0,779.0,656.0,492.0,697.0,738.0,861.0,1230.0,1394.0,779.0,697.0,697.0,451.0,410.0,779.0,164.0,127.0691283592,37.639204879,서울특별시 노원구 공릉로70길 6
25,하계우성아파트,7981.0,358.0,441.0,1392.0,30200.0,32746.0,53355.0,86549.0,153152.0,149117.0,102285.0,101022.0,113599.0,137817.0,112350.0,102182.0,126616.0,139814.0,181397.0,157936.0,114902.0,104074.0,98089.0,35288.0,127.0668075854,37.6352513689,서울특별시 노원구 한글비석로 39-2
26,하계극동아파트,2171.0,199.0,42.0,63.0,18167.0,25167.0,41176.0,51204.0,65414.0,49220.0,42391.0,43814.0,49022.0,39623.0,41235.0,42891.0,45191.0,41112.0,43709.0,34475.0,28456.0,26645.0,21321.0,8198.0,127.0647215791,37.6338991064,서울특별시 노원구 한글비석로 4
27,인덕대학,567.0,210.0,588.0,546.0,38691.0,25086.0,37156.0,68226.0,111036.0,102152.0,73154.0,66405.0,92284.0,108184.0,81567.0,85141.0,122768.0,122405.0,113973.0,73324.0,52914.0,51955.0,37222.0,267.0,127.0551905495,37.6279225632,서울특별시 노원구 월계로 308
28,월계주공108동앞롯데캐슬루나아파트,399.0,147.0,294.0,462.0,34340.0,42859.0,58038.0,94109.0,133206.0,80416.0,65728.0,61498.0,68866.0,72372.0,64011.0,65328.0,75331.0,74414.0,72771.0,60616.0,39680.0,33121.0,28316.0,360.0,127.0525926058,37.6261891646,서울특별시 노원구 월계로 276
29,오현초등학교,2226.0,378.0,861.0,483.0,53573.0,50039.0,85644.0,177729.0,202521.0,125074.0,95163.0,97837.0,100471.0,102619.0,94064.0,97510.0,110307.0,109092.0,115173.0,88482.0,65085.0,51941.0,45374.0,10896.0,127.0460254038,37.6230966867,서울특별시 강북구 월계로37길 15
30,꿈의숲주차장입구,100.0,0.0,0.0,0.0,3239.0,9742.0,27922.0,44451.0,73269.0,35730.0,34981.0,34586.0,34589.0,37360.0,40009.0,43637.0,38091.0,47722.0,39120.0,26339.0,19525.0,19429.0,17342.0,3662.0,127.0453126023,37.6208649775,서울특별시 강북구 월계로 187
31,노원평생학습관,63.0,62.0,63.0,650.0,410.0,41.0,0.0,902.0,451.0,246.0,451.0,451.0,533.0,779.0,1189.0,574.0,1107.0,697.0,656.0,328.0,451.0,287.0,0.0,0.0,127.0689347229,37.6393428578,서울특별시 노원구 동일로204가길 12
32,송중동한일유엔아이,120.0,0.0,0.0,0.0,13981.0,10328.0,16153.0,28325.0,67754.0,26391.0,24748.0,18205.0,20522.0,21086.0,17690.0,18170.0,22144.0,25459.0,24393.0,17265.0,12163.0,11023.0,9647.0,2242.0,127.0379534336,37.6137499056,서울특별시 강북구 월계로 83
33,창문여고앞,450.0,0.0,0.0,0.0,38531.0,37690.0,64407.0,174567.0,200154.0,151495.0,128159.0,126046.0,118024.0,109380.0,107938.0,128710.0,173304.0,130365.0,119806.0,87455.0,49975.0,49451.0,48043.0,12100.0,127.0352749544,37.6118824216,서울특별시 강북구 오패산로 112
34,숭곡초등학교입구,3035.0,0.0,0.0,0.0,34437.0,41782.0,64987.0,107686.0,165088.0,149624.0,136206.0,127001.0,121296.0,133868.0,132917.0,125578.0,131554.0,141852.0,146349.0,93556.0,59300.0,57011.0,45223.0,18522.0,127.0320401524,37.6101050631,서울특별시 강북구 월계로 17
35,월곡뉴타운,78896.0,30903.0,8974.0,6728.0,147013.0,175864.0,182081.0,391655.0,601360.0,508737.0,411153.0,425150.0,448467.0,480831.0,479522.0,551673.0,627055.0,646230.0,744965.0,448618.0,404239.0,268801.0,259095.0,137317.0,127.0274048151,37.6059782576,서울특별시 성북구 동소문로 288
36,길음뉴타운,155367.0,55849.0,19213.0,12372.0,339125.0,324103.0,425910.0,881122.0,1293363.0,779253.0,655931.0,595757.0,674460.0,690813.0,678688.0,781417.0,914552.0,983940.0,1045590.0,728767.0,567493.0,531894.0,562031.0,315939.0,127.023685545,37.6031820895,서울특별시 성북구 동소문로 248
37,미아리고개.미아리예술극장,126954.0,44419.0,11686.0,7653.0,370051.0,313922.0,408593.0,1040360.0,1302811.0,798496.0,593207.0,581784.0,628909.0,632414.0,604953.0,919922.0,1038098.0,924564.0,976425.0,690909.0,520881.0,469054.0,433280.0,230620.0,127.0218209221,37.5979210002,서울특별시 성북구 동소문로 177
38,돈암사거리.성신여대입구,512879.0,162157.0,27285.0,17526.0,195825.0,240313.0,303862.0,707714.0,1338240.0,956762.0,854026.0,996734.0,1089136.0,1150153.0,1220598.0,1400788.0,1597248.0,1756681.0,1979344.0,1536474.0,1253235.0,1321664.0,1243723.0,780833.0,127.017839099,37.593306296,서울특별시 성북구 동선동1가 동소문로 116-1
39,삼선교.한성대학교,14682.0,5096.0,1560.0,3666.0,265584.0,371878.0,381489.0,729356.0,1103575.0,849354.0,628399.0,578868.0,629875.0,597504.0,567152.0,505471.0,556503.0,541251.0,529724.0,347699.0,288350.0,253415.0,224902.0,95445.0,127.0092322385,37.5898525089,서울특별시 성북구 동소문동4가 동소문로 31
40,혜화동로터리.여운형활동터,8475.0,0.0,0.0,0.0,95274.0,136948.0,162859.0,332191.0,480358.0,411746.0,295883.0,272151.0,300413.0,302369.0,302720.0,265962.0,288819.0,309984.0,309757.0,185502.0,141386.0,154754.0,135809.0,41047.0,127.001744,37.586243,서울특별시 종로구 창경궁로 283
41,서울시립북서울미술관,18891.0,9168.0,2938.0,1933.0,6902.0,7476.0,24706.0,79888.0,85149.0,82806.0,70286.0,87668.0,118166.0,124309.0,133292.0,156714.0,177851.0,175926.0,168108.0,121172.0,99215.0,90777.0,74184.0,34668.0,127.0663919664,37.6405860058,서울특별시 노원구 동일로 1238
42,명륜3가.성대입구,20728.0,0.0,0.0,0.0,132011.0,230303.0,209293.0,435388.0,737293.0,565249.0,456607.0,485420.0,490178.0,536133.0,520804.0,565798.0,517387.0,562783.0,543516.0,372188.0,364896.0,432205.0,403108.0,157427.0,126.9983401004,37.5826711749,서울특별시 종로구 명륜4가 창경궁로 233
43,창경궁.서울대학교병원,10797.0,0.0,0.0,0.0,159616.0,182429.0,302410.0,671693.0,1083420.0,750520.0,537127.0,464140.0,471272.0,512223.0,608992.0,628385.0,611188.0,614194.0,466975.0,218938.0,193093.0,160063.0,122063.0,58904.0,126.9965660023,37.5791830159,서울특별시 종로구 창경궁로 202-1
44,원남동,4164.0,0.0,0.0,0.0,53062.0,98430.0,126267.0,295236.0,598752.0,381176.0,246294.0,205737.0,189287.0,173516.0,175311.0,171120.0,199508.0,297921.0,402331.0,166707.0,100841.0,84519.0,64598.0,23828.0,126.9973383362,37.5745325055,서울특별시 종로구 창경궁로 135-1
45,광장시장,0.0,0.0,0.0,0.0,17876.0,35629.0,40918.0,78556.0,181917.0,144935.0,104427.0,109470.0,117424.0,116932.0,111889.0,112832.0,115128.0,130421.0,131897.0,73103.0,55391.0,40590.0,33046.0,21279.0,126.9996734151,37.5706237295,서울특별시 종로구 종로4가 종로 198-1
46,을지로4가,676.0,416.0,832.0,182.0,23711.0,44217.0,32900.0,58159.0,126071.0,87860.0,58181.0,57326.0,59118.0,60050.0,58837.0,63794.0,68667.0,78377.0,82339.0,46342.0,32817.0,30263.0,24440.0,9559.0,126.9962179152,37.5666470197,서울특별시 중구 을지로4가 을지로 163
47,을지로3가,55891.0,12844.0,2990.0,2080.0,41176.0,86715.0,66213.0,134058.0,220916.0,155515.0,114142.0,122606.0,119694.0,128492.0,134941.0,144460.0,157618.0,191948.0,244478.0,153843.0,131100.0,150340.0,159695.0,97039.0,126.9923255915,37.5665349097,서울특별시 중구 을지로3가 충무로 61
48,을지로2가.기업은행본점.서울노동청,3382.0,624.0,1196.0,494.0,48083.0,86518.0,71896.0,206209.0,281774.0,184766.0,115455.0,134399.0,132766.0,140968.0,129302.0,142731.0,155876.0,249162.0,314655.0,178784.0,141804.0,122968.0,103023.0,41594.0,126.9865233528,37.566246226,서울특별시 중구 을지로2가 을지로 79
49,롯데백화점,9512.0,5713.0,3357.0,1811.0,74024.0,177848.0,153255.0,254761.0,425903.0,344026.0,325483.0,430586.0,485285.0,545225.0,590576.0,669832.0,692629.0,729772.0,864885.0,641240.0,541831.0,423218.0,308774.0,88888.0,126.9244827354,37.4904278745,서울특별시 관악구 봉천로 209
50,북창동.남대문시장,9632.0,5194.0,3977.0,2825.0,41614.0,85165.0,84380.0,132478.0,222116.0,195829.0,183025.0,227330.0,262604.0,292453.0,319037.0,338984.0,329143.0,339151.0,284888.0,188086.0,151842.0,134268.0,108357.0,46769.0,126.9769187336,37.5608462911,서울특별시 중구 남대문로4가 남대문로 11
51,숭례문,40526.0,23969.0,10828.0,7912.0,51708.0,136855.0,144734.0,252015.0,430138.0,345589.0,247078.0,247225.0,249906.0,270627.0,266362.0,318706.0,335429.0,458623.0,570323.0,289400.0,224443.0,208768.0,179376.0,110933.0,126.9736279452,37.5580006528,서울특별시 중구 남대문로5가 세종대로 16-2
52,서울역버스환승센터,134386.0,43256.0,10838.0,14145.0,139742.0,519746.0,567672.0,988369.0,1359102.0,1018004.0,793325.0,775799.0,906770.0,870859.0,834606.0,1040865.0,1143504.0,1395855.0,1670761.0,1085858.0,849879.0,891876.0,746415.0,377670.0,126.9728547738,37.5554794133,서울특별시 중구 봉래동2가 한강대로 420-2
53,갈월동,51268.0,14287.0,5746.0,4501.0,37683.0,151106.0,204611.0,438545.0,728819.0,486249.0,344272.0,328359.0,341284.0,341061.0,334769.0,381590.0,408305.0,519422.0,595102.0,382956.0,279035.0,286545.0,267850.0,121005.0,126.9720930552,37.5463241118,서울특별시 용산구 한강대로 314
54,숙대입구역,109573.0,26376.0,10795.0,10307.0,39246.0,165853.0,270693.0,706567.0,1044631.0,775568.0,694757.0,664570.0,655164.0,666539.0,669508.0,710173.0,831032.0,841913.0,994066.0,672946.0,575275.0,585298.0,536490.0,274382.0,126.9708398554,37.5444252003,서울특별시 용산구 청파동2가 청파로 278
55,삼각지역,50266.0,12045.0,6525.0,3950.0,23599.0,95245.0,160504.0,433516.0,782463.0,505690.0,366433.0,360968.0,371201.0,386121.0,371315.0,409959.0,476080.0,587479.0,745824.0,476473.0,360284.0,360998.0,330694.0,172791.0,126.9733648151,37.5344065033,서울특별시 용산구 한강로1가 한강대로 180
56,용산우체국,49992.0,7260.0,3225.0,3075.0,10163.0,68672.0,88870.0,207341.0,361804.0,252283.0,191930.0,207050.0,226330.0,226258.0,238215.0,244582.0,290223.0,368707.0,464287.0,262560.0,217767.0,222683.0,206308.0,116688.0,,,
57,신용산역,86469.0,15350.0,9725.0,5750.0,17302.0,109093.0,182231.0,419034.0,876613.0,701781.0,507459.0,493044.0,552020.0,609010.0,622593.0,724255.0,871582.0,914862.0,1079730.0,739505.0,616589.0,610213.0,475540.0,245118.0,126.9674544999,37.5299166547,서울특별시 용산구 한강로2가 새창로 217
58,한강대교북단.LG유플러스,27779.0,5725.0,2850.0,2075.0,13773.0,78474.0,162872.0,433582.0,782760.0,462304.0,311995.0,301900.0,297451.0,300405.0,280180.0,317296.0,419411.0,539682.0,633324.0,351887.0,253096.0,238534.0,217825.0,103041.0,126.9631848403,37.5243060629,서울특별시 용산구 한강로3가 한강대로 31
59,이촌동동부센트레빌,162.0,0.0,0.0,0.0,88.0,9753.0,14727.0,21150.0,47087.0,36149.0,24089.0,20683.0,19539.0,21068.0,23131.0,26123.0,30192.0,38744.0,34915.0,28633.0,16949.0,19170.0,15284.0,6944.0,126.9661231869,37.5214756887,서울특별시 용산구 이촌로 166
60,이촌1동충신교회앞,621.0,0.0,0.0,0.0,22.0,13406.0,21430.0,36974.0,63754.0,55194.0,47658.0,45444.0,42819.0,53316.0,50775.0,51267.0,62158.0,58268.0,61552.0,47997.0,33688.0,27903.0,25701.0,10411.0,126.9683361998,37.5212059729,서울특별시 용산구 이촌로 188
61,중계역2번출구,19155.0,105.0,0.0,0.0,4574.0,7904.0,32878.0,119883.0,128164.0,74318.0,59199.0,57318.0,80406.0,76765.0,72384.0,94103.0,141898.0,143784.0,196013.0,190572.0,131956.0,122563.0,115021.0,65120.0,127.0649391251,37.6456175479,서울특별시 노원구 동일로208길 19
62,이촌동한강맨션.이촌역,1107.0,0.0,0.0,0.0,110.0,10765.0,28264.0,71636.0,102910.0,80035.0,68634.0,62412.0,58556.0,67065.0,66361.0,78136.0,86475.0,83623.0,85640.0,67573.0,43269.0,42281.0,37633.0,17588.0,126.9728630793,37.5200771209,서울특별시 용산구 이촌로71길 2
63,신용산초등학교,4799.0,0.0,0.0,0.0,132.0,12145.0,24597.0,74719.0,129199.0,77468.0,77524.0,83544.0,109194.0,116769.0,136138.0,145436.0,153039.0,133271.0,127297.0,106621.0,77686.0,79931.0,60746.0,26012.0,126.9761068945,37.5190514691,서울특별시 용산구 이촌로 264
64,이촌동점보아파트,1107.0,0.0,0.0,0.0,242.0,11972.0,21430.0,45743.0,56914.0,49789.0,42945.0,38424.0,43608.0,47779.0,48374.0,54572.0,62431.0,65732.0,58623.0,51247.0,34968.0,35765.0,31980.0,19434.0,126.9783561291,37.5183400338,서울특별시 용산구 이촌로 290
65,금강병원.반도아파트,486.0,0.0,0.0,0.0,1034.0,17326.0,17154.0,29035.0,44474.0,37251.0,36808.0,35402.0,28577.0,31358.0,36831.0,35771.0,39924.0,37871.0,32573.0,27788.0,16250.0,14867.0,14978.0,8483.0,126.9811234284,37.517704332,서울특별시 용산구 이촌로 318
66,서빙고신동아아파트,3542.0,0.0,0.0,0.0,396.0,26525.0,52292.0,85175.0,152071.0,94855.0,157899.0,133171.0,138243.0,153122.0,140124.0,164563.0,142518.0,150370.0,132578.0,149073.0,95182.0,96661.0,52763.0,25062.0,126.985371435,37.5174859672,서울특별시 용산구 용산동6가 이촌로 352
67,서빙고역1번출구,5626.0,38.0,0.0,0.0,336.0,29330.0,56344.0,114028.0,193936.0,129875.0,95333.0,92913.0,100534.0,116366.0,115345.0,134187.0,159791.0,172586.0,159705.0,123116.0,86687.0,86888.0,73585.0,40998.0,126.9892332591,37.5200013519,서울특별시 용산구 서빙고로 238
68,한강중학교,14903.0,2420.0,500.0,1365.0,1834.0,15423.0,47099.0,137896.0,185577.0,141163.0,109972.0,112767.0,121407.0,123646.0,123746.0,142592.0,174451.0,175875.0,186742.0,153000.0,119565.0,113724.0,103366.0,48605.0,126.9912554861,37.5248611471,서울특별시 용산구 녹사평대로 73
69,용산구청.크라운호텔,15719.0,4882.0,1648.0,1617.0,20801.0,43376.0,59516.0,116965.0,218300.0,195404.0,136823.0,144024.0,161055.0,167535.0,182141.0,203489.0,213168.0,245955.0,256359.0,184275.0,136732.0,130143.0,106694.0,44725.0,126.9911055786,37.5296117273,서울특별시 용산구 장문로 1
70,중계3단지목련아파트,1886.0,36.0,0.0,0.0,17325.0,7880.0,17590.0,69589.0,38552.0,24926.0,19091.0,18613.0,29318.0,22794.0,21421.0,25277.0,41751.0,37528.0,33059.0,32349.0,17240.0,15501.0,12298.0,7386.0,127.0679665353,37.6475000013,서울특별시 노원구 덕릉로 553
71,금호베스트빌앞,0.0,0.0,0.0,0.0,140.0,513.0,608.0,2455.0,3286.0,3627.0,2455.0,3020.0,2442.0,2966.0,3930.0,4212.0,4839.0,4519.0,8010.0,5481.0,2037.0,2490.0,1743.0,666.0,126.9905758027,37.5226191604,서울특별시 용산구 서빙고로51길 52
72,서빙고초등학교,461.0,0.0,0.0,0.0,196.0,1299.0,4073.0,11306.0,20687.0,9291.0,7178.0,6922.0,8417.0,11043.0,14200.0,12133.0,13769.0,11724.0,11726.0,6624.0,3852.0,5618.0,4496.0,1271.0,126.9906099662,37.5208412941,서울특별시 용산구 서빙고로51길 9
73,서빙고역교차로,456.0,0.0,0.0,0.0,2242.0,8907.0,12163.0,22033.0,42995.0,36039.0,32460.0,36643.0,41739.0,45874.0,52431.0,65582.0,75769.0,81612.0,48738.0,22786.0,14509.0,13325.0,10962.0,5870.0,126.9900918723,37.5204258449,서울특별시 용산구 서빙고로 237
74,이촌동현대아파트,4097.0,0.0,0.0,0.0,0.0,4152.0,21297.0,57311.0,73919.0,60598.0,56274.0,51619.0,52279.0,51921.0,56018.0,63162.0,67723.0,74129.0,64128.0,50699.0,37378.0,34868.0,30757.0,15077.0,126.9808043144,37.5180656216,서울특별시 용산구 이촌로 300
75,이촌동강촌아파트,2435.0,0.0,0.0,0.0,0.0,4541.0,15011.0,55802.0,65839.0,48647.0,43724.0,41999.0,47895.0,41034.0,42511.0,47483.0,67743.0,54114.0,45718.0,40640.0,30626.0,29876.0,22081.0,8216.0,126.9776115957,37.5188201813,서울특별시 용산구 이촌로 278
76,이촌동한가람아파트.이촌역,5670.0,0.0,0.0,0.0,0.0,3813.0,17637.0,44977.0,69741.0,64245.0,64821.0,59655.0,66712.0,65884.0,68224.0,80879.0,81973.0,92301.0,90112.0,74798.0,54690.0,53559.0,45019.0,24840.0,126.9718842721,37.520656299,서울특별시 용산구 이촌로 221
77,이촌동두산위브트레지움.한강대우아파트,4627.0,0.0,0.0,0.0,0.0,4752.0,20727.0,52820.0,62377.0,57595.0,54978.0,48293.0,55077.0,59638.0,54303.0,53222.0,62483.0,72593.0,55233.0,46607.0,41194.0,39913.0,24848.0,11722.0,126.9677862417,37.5215067914,서울특별시 용산구 이촌로 188
78,목련아파트상가,4964.0,0.0,0.0,0.0,19930.0,22392.0,29117.0,52428.0,61123.0,50868.0,47144.0,41230.0,54344.0,51233.0,47069.0,58543.0,62824.0,55287.0,63822.0,47744.0,44405.0,41797.0,34176.0,11260.0,127.0698765896,37.6468582175,서울특별시 노원구 노원로 333
79,서울역버스환승센터.강우규의거터,99012.0,16735.0,3240.0,3565.0,11017.0,72599.0,82336.0,214966.0,404965.0,300370.0,216147.0,210048.0,211903.0,205663.0,176914.0,185525.0,191218.0,216251.0,250751.0,167346.0,133016.0,134716.0,116546.0,78259.0,126.9729705525,37.555613815,서울특별시 중구 봉래동2가 한강대로 420-2
80,남대문시장앞.이회영활동터,41835.0,10339.0,6761.0,6279.0,7383.0,39133.0,80214.0,162402.0,268785.0,298397.0,344536.0,401717.0,414200.0,419119.0,455100.0,443568.0,429606.0,378410.0,292348.0,162565.0,135025.0,98660.0,77161.0,51198.0,126.978580386,37.5609394169,서울특별시 중구 남대문로3가 남대문로 26-1
81,롯데영프라자,54886.0,5971.0,1817.0,1693.0,8084.0,68765.0,105995.0,301591.0,546430.0,420880.0,368814.0,443851.0,448361.0,474598.0,477760.0,532738.0,542918.0,570093.0,620391.0,458003.0,424424.0,326013.0,253934.0,125055.0,126.982008,37.562885,서울특별시 중구 명동2가 남대문로 64-1
82,을지로입구.로얄호텔,52998.0,7994.0,1482.0,2340.0,286.0,21500.0,48341.0,147494.0,206739.0,121325.0,83491.0,87306.0,94226.0,116968.0,115593.0,129275.0,121687.0,153040.0,205670.0,127600.0,126909.0,122364.0,118233.0,76115.0,126.9853902774,37.5658757422,서울특별시 중구 을지로2가 을지로 65
83,중계목화아파트4단지,2528.0,0.0,0.0,0.0,11440.0,16463.0,26045.0,57632.0,69720.0,44301.0,36363.0,26616.0,38269.0,31802.0,26386.0,36133.0,47393.0,29955.0,30080.0,21056.0,16399.0,15668.0,15260.0,6046.0,127.0714066755,37.6435314138,서울특별시 노원구 노원로18길 6
84,을지로2가.파인에빈뉴,25327.0,4950.0,390.0,1326.0,338.0,8369.0,41432.0,136576.0,250701.0,146537.0,113890.0,104037.0,91874.0,90857.0,104263.0,104028.0,89133.0,119611.0,160680.0,101885.0,80580.0,81887.0,80405.0,59833.0,,,
