,정류장명,24시~1시,1시~2시,2시~3시,3시~4시,4시~5시,5시~6시,6시~7시,7시~8시,8시~9시,9시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,X좌표,Y좌표,_ROAD_AD
957,누리꿈스퀘어.MBC,6011.0,415.0,378.0,609.0,7341.0,34219.0,44193.0,144971.0,298265.0,233366.0,106188.0,71382.0,74539.0,83549.0,80050.0,84211.0,89927.0,106408.0,124524.0,96651.0,61325.0,54404.0,43080.0,24984.0,126.889637,37.578988,서울특별시 마포구 월드컵북로 396
958,월드컵파크5단지.상암중고등학교입구,5898.0,304.0,1092.0,399.0,3390.0,27447.0,35861.0,146673.0,259951.0,197169.0,56987.0,45200.0,52810.0,57537.0,63438.0,89489.0,90583.0,108612.0,125355.0,96643.0,66097.0,60063.0,50676.0,25157.0,126.886335,37.580921,서울특별시 마포구 월드컵북로 424
959,월드컵파크7단지,7647.0,1049.0,0.0,400.0,2979.0,47461.0,68731.0,137440.0,139616.0,101676.0,67945.0,64783.0,71438.0,75395.0,78517.0,89603.0,109087.0,124863.0,140914.0,113926.0,75936.0,66863.0,65377.0,32289.0,126.8797890294,37.5803194097,서울특별시 마포구 상암산로1길 92
960,대덕동주민센터,1149.0,210.0,0.0,0.0,507.0,3842.0,9769.0,15493.0,18794.0,11611.0,8049.0,8434.0,9345.0,6259.0,6988.0,12486.0,9661.0,13102.0,16150.0,15653.0,7690.0,7074.0,6021.0,3338.0,,,
961,월드컵파크9.10.11.12단지,6525.0,276.0,0.0,0.0,3176.0,19434.0,50456.0,124625.0,221338.0,101278.0,74855.0,65586.0,69499.0,70864.0,66704.0,79584.0,93235.0,98197.0,109441.0,84210.0,46777.0,41536.0,31832.0,19193.0,126.8798243182,37.5844275131,서울특별시 마포구 월드컵북로 497
962,상암고등학교,1102.0,420.0,231.0,518.0,1523.0,21067.0,37319.0,101095.0,158365.0,112664.0,61127.0,53218.0,50671.0,55309.0,55890.0,73271.0,109752.0,97567.0,142176.0,65707.0,44824.0,36864.0,27439.0,11019.0,126.8836707859,37.580684598,서울특별시 마포구 상암산로1길 71
963,월드컵파크5단지,1580.0,819.0,273.0,616.0,1804.0,19274.0,29091.0,74007.0,224059.0,103392.0,62453.0,56439.0,59301.0,59098.0,72702.0,81540.0,87350.0,121642.0,167306.0,95527.0,61290.0,53164.0,43483.0,13986.0,126.8865178403,37.5803332786,서울특별시 마포구 상암산로1길 52
964,연세대학교앞,7695.0,0.0,0.0,0.0,648.0,40457.0,44873.0,96490.0,152173.0,132603.0,118352.0,96606.0,108106.0,106459.0,93444.0,101427.0,109059.0,120457.0,135329.0,76619.0,56320.0,53175.0,42714.0,28466.0,126.9351196694,37.5597025524,서울특별시 서대문구 연세로13길 32
965,세브란스병원,19578.0,0.0,0.0,0.0,408.0,62037.0,77143.0,179994.0,245688.0,191848.0,148127.0,120524.0,131290.0,154038.0,140568.0,146993.0,174146.0,184586.0,170719.0,97369.0,83010.0,100171.0,104301.0,62074.0,126.9391115054,37.5602354225,서울특별시 서대문구 성산로 463-2
966,신촌기차역,17611.0,0.0,0.0,0.0,2962.0,37693.0,69167.0,156101.0,226161.0,185005.0,156081.0,142725.0,172331.0,186870.0,165498.0,189223.0,192878.0,224309.0,234328.0,166794.0,134763.0,146890.0,132079.0,66930.0,126.9425628409,37.5586341065,서울특별시 서대문구 신촌역로 19
967,서대문.서울시교육청,13614.0,642.0,0.0,0.0,0.0,12437.0,24944.0,69728.0,90325.0,64326.0,60263.0,66050.0,66222.0,72899.0,68116.0,81051.0,87804.0,110813.0,124775.0,69851.0,64591.0,59397.0,48030.0,30357.0,126.9645273358,37.5682538056,서울특별시 종로구 통일로 158
968,독립문,8138.0,282.0,0.0,0.0,0.0,7572.0,16437.0,60527.0,80366.0,60826.0,56994.0,57828.0,59375.0,64945.0,57530.0,63903.0,70242.0,74340.0,68959.0,52563.0,44158.0,42756.0,37900.0,19002.0,126.9593725088,37.5714816578,서울특별시 서대문구 독립문로 1
969,사직단,6123.0,162.0,0.0,0.0,7854.0,32906.0,53952.0,142571.0,240518.0,229135.0,148167.0,128150.0,134969.0,135938.0,115506.0,131847.0,155416.0,197780.0,197038.0,98876.0,71552.0,65872.0,56139.0,32157.0,126.9680484383,37.5751751952,서울특별시 종로구 사직로 89
970,서울경찰청.경복궁역,17894.0,264.0,0.0,0.0,8652.0,37900.0,85071.0,177310.0,323208.0,254186.0,193109.0,201794.0,220325.0,256226.0,260812.0,296094.0,324141.0,391960.0,383019.0,207844.0,171393.0,176567.0,155183.0,79387.0,126.9714842989,37.5757446636,서울특별시 종로구 사직로12길 1-5
971,경복궁,7005.0,777.0,714.0,189.0,4417.0,33889.0,60187.0,156288.0,280767.0,205894.0,157352.0,171910.0,167896.0,196634.0,215375.0,233451.0,236529.0,240066.0,256483.0,115547.0,103647.0,87097.0,46203.0,23275.0,126.9793377561,37.576950157,서울특별시 종로구 삼청로 12
972,고려대사범대학부속고등학교,30103.0,3861.0,0.0,0.0,5076.0,12645.0,32940.0,113771.0,182388.0,87528.0,79034.0,61915.0,55658.0,65493.0,58972.0,63361.0,72075.0,81738.0,89683.0,82097.0,67965.0,70961.0,80196.0,57832.0,127.002378,37.607888,서울특별시 성북구 정릉로 155
973,청덕초교,29820.0,2847.0,0.0,0.0,9190.0,17068.0,33435.0,146644.0,248233.0,138979.0,164819.0,124003.0,108610.0,132755.0,119910.0,122984.0,160689.0,186964.0,143474.0,94833.0,80676.0,88427.0,100449.0,64948.0,127.00006,37.60863,서울특별시 성북구 정릉로10길 42-6
974,장위래미안아파트,8302.0,1863.0,0.0,117.0,32210.0,29051.0,82307.0,210344.0,209660.0,106831.0,90066.0,81237.0,86703.0,88247.0,90985.0,99561.0,98297.0,113657.0,117744.0,102253.0,58056.0,50923.0,45400.0,22123.0,127.0524922162,37.6186712023,서울특별시 성북구 장월로 160
975,꿈의숲아이파크아파트,15639.0,3267.0,0.0,117.0,8508.0,22267.0,53519.0,137043.0,130195.0,95664.0,74402.0,73952.0,77254.0,75192.0,75958.0,90026.0,106761.0,105988.0,128912.0,117872.0,82639.0,62983.0,60419.0,33756.0,127.0510945469,37.617804507,서울특별시 성북구 장월로 146-1
976,장곡초교사거리,16259.0,3999.0,0.0,0.0,9265.0,17204.0,49460.0,105828.0,116064.0,91100.0,78093.0,80836.0,93175.0,91058.0,93346.0,104622.0,117947.0,114150.0,144182.0,120682.0,79642.0,77825.0,69293.0,38893.0,127.0496613198,37.6170561458,서울특별시 성북구 장월로 130
977,장곡초교,7192.0,752.0,0.0,0.0,9149.0,21734.0,38251.0,60466.0,103977.0,71276.0,54367.0,56516.0,63516.0,76027.0,77962.0,81294.0,85213.0,88626.0,88953.0,88324.0,56720.0,45100.0,42324.0,22042.0,127.0487018945,37.6160919527,서울특별시 성북구 장월로 116
978,국민은행장위동지점,7966.0,1357.0,0.0,0.0,11923.0,22722.0,36458.0,66829.0,126979.0,88847.0,78695.0,76655.0,78944.0,86505.0,88303.0,98032.0,95619.0,99160.0,98702.0,94420.0,64043.0,54155.0,45556.0,24619.0,127.048192117,37.6135767647,서울특별시 성북구 장위로 104
979,장위1동치안센터,9515.0,1074.0,0.0,0.0,11344.0,24262.0,46642.0,95306.0,122025.0,80158.0,60154.0,63121.0,64770.0,72152.0,70716.0,77355.0,81624.0,86373.0,90766.0,85503.0,61118.0,53552.0,42553.0,28393.0,127.0455235372,37.6138039967,서울특별시 성북구 장위로 80
980,장위1동주민센터,14044.0,1298.0,0.0,0.0,16376.0,38017.0,70551.0,122450.0,159727.0,131557.0,109688.0,97795.0,107574.0,112118.0,111316.0,122683.0,129064.0,145861.0,148766.0,139047.0,89212.0,74723.0,61489.0,38997.0,127.0432920552,37.6138183526,서울특별시 성북구 장위로 60
981,장위동고개,21799.0,2527.0,0.0,0.0,17228.0,45769.0,61449.0,102411.0,165922.0,105617.0,84867.0,82362.0,89366.0,102331.0,103436.0,119655.0,139705.0,148531.0,166215.0,168576.0,127799.0,116487.0,108273.0,69660.0,127.0405012918,37.6143699065,서울특별시 성북구 장위로 33
982,장위동입구,70.0,0.0,0.0,0.0,7436.0,10529.0,22976.0,35435.0,48989.0,31067.0,22423.0,18447.0,20360.0,21665.0,19139.0,17239.0,20137.0,18984.0,17975.0,15651.0,8297.0,7826.0,5608.0,2966.0,127.0390305016,37.6137313245,서울특별시 성북구 장위로 19
983,을지로입구.시청입구,8844.0,7525.0,1950.0,1325.0,17576.0,61968.0,30990.0,96591.0,169020.0,127354.0,83227.0,88230.0,92075.0,82941.0,84673.0,85475.0,95204.0,105682.0,162532.0,104169.0,87528.0,84631.0,68395.0,34576.0,126.9811712097,37.5661382638,서울특별시 중구 을지로1가 을지로 29
984,충정로역2호선,28328.0,8995.0,5406.0,3738.0,4885.0,26269.0,30734.0,106965.0,161510.0,99636.0,64371.0,72574.0,78682.0,99118.0,101619.0,114314.0,130245.0,158641.0,228544.0,152304.0,120549.0,122700.0,104340.0,74180.0,126.9642110489,37.5597212618,서울특별시 서대문구 충정로3가 서소문로 21
985,월드컵파크2단지.에스플렉스센터,2537.0,50.0,0.0,0.0,689.0,7581.0,23061.0,63111.0,131786.0,102484.0,50869.0,46391.0,51935.0,54560.0,46787.0,58363.0,64500.0,99828.0,141982.0,77019.0,45425.0,36993.0,31745.0,14754.0,126.8902909609,37.5753384971,서울특별시 마포구 매봉산로 31
986,월드컵파크3단지.난지천공원,2412.0,224.0,0.0,0.0,1172.0,3397.0,13834.0,35754.0,43786.0,27955.0,20477.0,19747.0,24615.0,24061.0,25909.0,31814.0,36045.0,36793.0,33669.0,20409.0,16138.0,9966.0,8625.0,5216.0,126.8881293588,37.572526867,서울특별시 마포구 월드컵로 365
987,월드컵파크4단지후문.JTBC,1259.0,145.0,0.0,0.0,319.0,2770.0,10995.0,37555.0,59949.0,50441.0,24546.0,19765.0,19958.0,23434.0,23953.0,24152.0,31224.0,68914.0,91769.0,43876.0,28451.0,25800.0,17804.0,4762.0,126.8900280632,37.5778099439,서울특별시 마포구 월드컵북로 381
988,종근당.충정로역,9752.0,5199.0,3572.0,3631.0,1694.0,39415.0,79338.0,119377.0,142967.0,92073.0,70100.0,60076.0,63912.0,68957.0,58699.0,59782.0,66651.0,75784.0,88272.0,52765.0,38488.0,39381.0,38251.0,23068.0,126.964480544,37.5595131906,서울특별시 중구 서소문로 22
989,서울광장,7699.0,2150.0,1275.0,1275.0,1275.0,16744.0,31622.0,40259.0,59966.0,42402.0,38461.0,45882.0,46094.0,57276.0,58533.0,68613.0,67500.0,78593.0,81018.0,43375.0,44408.0,41041.0,34532.0,15839.0,,,
990,중랑공영차고지,5760.0,1960.0,104.0,1365.0,5321.0,3594.0,11011.0,37623.0,59329.0,25949.0,16618.0,20822.0,24432.0,23550.0,23348.0,31476.0,33399.0,34728.0,36303.0,33573.0,23160.0,23904.0,18005.0,8444.0,127.1022862022,37.6138343756,서울특별시 중랑구 용마산로136길 33
991,능말입구,1677.0,234.0,0.0,0.0,1989.0,1430.0,6349.0,17958.0,12306.0,5955.0,5416.0,6142.0,5677.0,7457.0,7013.0,8775.0,11150.0,12124.0,15586.0,9115.0,6531.0,7096.0,4525.0,2888.0,127.1054127098,37.6140071894,서울특별시 중랑구 신내역로1길 22
992,중랑공영차고지.신내역,8728.0,2275.0,128.0,173.0,9485.0,13160.0,30659.0,122819.0,206656.0,80019.0,45308.0,47701.0,49295.0,54915.0,57980.0,77443.0,93500.0,102660.0,129200.0,80181.0,47861.0,44920.0,42407.0,18114.0,127.103628,37.613209,서울특별시 중랑구 신내역로 20
993,신내교회.신내데시앙아파트,9660.0,1849.0,152.0,1515.0,14650.0,24721.0,46738.0,96957.0,184103.0,75382.0,52722.0,47793.0,54742.0,64028.0,65529.0,66111.0,84173.0,84958.0,78190.0,63123.0,44285.0,38647.0,34680.0,18274.0,127.101015256,37.6105382531,서울특별시 중랑구 용마산로 669
994,신내초등학교,527.0,69.0,38.0,2945.0,21081.0,36830.0,53415.0,119310.0,148844.0,76640.0,55035.0,49793.0,51529.0,54218.0,49505.0,45312.0,52595.0,53838.0,54949.0,36493.0,23062.0,25396.0,14104.0,3193.0,127.0978819042,37.6050920271,서울특별시 중랑구 봉화산로56길 81
995,능산지하차도,15539.0,3258.0,232.0,378.0,23983.0,20110.0,42848.0,86822.0,120485.0,76044.0,54908.0,57834.0,56265.0,64911.0,59395.0,67971.0,74671.0,87251.0,97419.0,86544.0,59585.0,56431.0,45857.0,25834.0,127.1003489912,37.6010819221,서울특별시 중랑구 용마산로 561
996,우림시장.망우사거리,25032.0,5527.0,780.0,442.0,37450.0,47750.0,67146.0,135459.0,231591.0,161033.0,168836.0,180048.0,187992.0,192213.0,193375.0,214205.0,253343.0,258157.0,271165.0,213650.0,131569.0,116752.0,81733.0,42288.0,127.0979162708,37.5992996767,서울특별시 중랑구 망우로 410-91
997,망우역.망우지구대,30952.0,5325.0,588.0,240.0,35462.0,83124.0,101403.0,199340.0,332074.0,218691.0,194280.0,179581.0,200276.0,215579.0,201467.0,222004.0,267364.0,290712.0,358561.0,263847.0,167756.0,150382.0,129556.0,64139.0,127.0948710737,37.5985580019,서울특별시 중랑구 망우로 384
998,망우역.상봉터미널,37727.0,6927.0,1006.0,452.0,32497.0,50181.0,85089.0,186797.0,260643.0,204107.0,215111.0,235973.0,281497.0,297835.0,303756.0,353735.0,398392.0,408385.0,429700.0,355159.0,238107.0,219033.0,148771.0,64437.0,127.0903499768,37.597507277,서울특별시 중랑구 망우로 336
999,상봉역.중랑우체국,33066.0,5242.0,1328.0,837.0,62879.0,91639.0,162092.0,326304.0,516538.0,283770.0,236761.0,216945.0,248509.0,249476.0,245193.0,265984.0,306843.0,365376.0,432059.0,321154.0,207951.0,190541.0,159589.0,61857.0,127.0828597726,37.5956652771,서울특별시 중랑구 망우로 274
1000,중랑공영차고지삼거리,0.0,0.0,0.0,117.0,85.0,820.0,4705.0,17508.0,71555.0,25821.0,5698.0,3712.0,3782.0,3759.0,3295.0,7240.0,8212.0,7797.0,13815.0,11916.0,5542.0,3868.0,3323.0,360.0,127.1048558425,37.6128516944,서울특별시 중랑구 신내역로1가길 8
1001,당너머,78.0,9.0,0.0,0.0,0.0,48.0,1366.0,5133.0,12575.0,4751.0,1721.0,1309.0,1079.0,827.0,947.0,1211.0,1254.0,1510.0,2075.0,1119.0,441.0,351.0,612.0,66.0,127.1079642278,37.6128307149,서울특별시 중랑구 신내역로 59
1002,신내SKV1센터,0.0,0.0,0.0,78.0,395.0,617.0,1977.0,13491.0,59326.0,24544.0,5409.0,3464.0,4936.0,5842.0,4552.0,9772.0,9231.0,20936.0,36920.0,24442.0,7328.0,6543.0,7108.0,874.0,127.1134525538,37.614547458,서울특별시 중랑구 신내역로 131
1003,신내데시앙포레아파트220동앞,3177.0,834.0,0.0,1014.0,5271.0,11141.0,23608.0,70816.0,84701.0,50148.0,32347.0,30205.0,28893.0,31258.0,25573.0,30744.0,32864.0,41989.0,35082.0,30440.0,17353.0,12522.0,13695.0,6378.0,127.1127215883,37.6158044062,서울특별시 중랑구 신내역로 160
1004,아현동가구단지,8107.0,0.0,0.0,0.0,5016.0,48278.0,52718.0,99550.0,139193.0,94335.0,68936.0,54720.0,57231.0,64294.0,51943.0,56795.0,53726.0,72608.0,80105.0,58654.0,39734.0,37670.0,38653.0,22538.0,126.9607629728,37.5580531431,서울특별시 마포구 손기정로1길 10
1005,새솔초등학교입구,0.0,0.0,0.0,429.0,7034.0,13015.0,29619.0,72580.0,51321.0,43976.0,33957.0,29186.0,26106.0,33950.0,28159.0,26291.0,34359.0,26596.0,17027.0,15952.0,7875.0,6507.0,2545.0,758.0,127.1098030048,37.6172677017,서울특별시 중랑구 신내역로 174
1006,우디안아파트114동앞,2536.0,474.0,0.0,0.0,1191.0,1117.0,5933.0,15325.0,13744.0,8819.0,8315.0,7345.0,10175.0,9270.0,9991.0,14663.0,15204.0,14418.0,19388.0,17448.0,11371.0,9506.0,8018.0,5004.0,127.1070735055,37.6193259682,서울특별시 중랑구 신내역로3길 4
1007,중랑경찰서정문.우디안101동앞,4602.0,507.0,0.0,0.0,4095.0,8988.0,34320.0,78651.0,105462.0,51474.0,32982.0,32298.0,32550.0,40791.0,34743.0,40701.0,53280.0,59805.0,70245.0,43428.0,26565.0,22857.0,17994.0,9171.0,127.1052243906,37.6178243518,서울특별시 중랑구 신내역로3길 40-11
1008,신내새한아파트앞,14631.0,2692.0,128.0,107.0,84.0,633.0,9017.0,18413.0,35107.0,21892.0,16596.0,19412.0,27461.0,40035.0,51870.0,45689.0,51294.0,59652.0,72864.0,77582.0,48069.0,47797.0,43356.0,27832.0,127.101048541,37.605838161,서울특별시 중랑구 용마산로 616
1009,신내우디안아파트107동앞,5541.0,780.0,0.0,0.0,8931.0,12018.0,24585.0,67173.0,57597.0,38115.0,32886.0,38280.0,34737.0,40146.0,38106.0,39411.0,49200.0,43833.0,40143.0,36972.0,28320.0,24321.0,19077.0,9774.0,127.1053925803,37.6154041202,서울특별시 중랑구 신내역로1길 26
1010,새솔초등학교,5565.0,1498.0,0.0,0.0,0.0,0.0,4927.0,5091.0,11278.0,6779.0,7255.0,10205.0,12633.0,14487.0,16550.0,20553.0,24159.0,23843.0,27874.0,27031.0,22047.0,20797.0,16436.0,10457.0,127.1085201241,37.617339287,서울특별시 중랑구 신내역로1길 127-11
1011,신내데시앙포레아파트정문앞,9800.0,1787.0,0.0,0.0,0.0,0.0,4492.0,21658.0,25939.0,14998.0,11330.0,13240.0,17077.0,17168.0,19438.0,31160.0,36536.0,43126.0,45303.0,49076.0,36695.0,33631.0,31086.0,19665.0,,,
1012,중랑공영차고지.종점,1037.0,336.0,0.0,0.0,0.0,0.0,2746.0,31893.0,33491.0,9808.0,4706.0,4625.0,4746.0,3862.0,3857.0,3509.0,5676.0,10171.0,9112.0,6813.0,2069.0,1693.0,2732.0,1411.0,127.1044676292,37.6133839428,서울특별시 중랑구 신내역로1가길 8
1013,상진운수종점,3447.0,585.0,0.0,4240.0,1490.0,2345.0,3492.0,14136.0,15784.0,6459.0,8626.0,6399.0,8515.0,6052.0,6816.0,6609.0,9533.0,9911.0,8720.0,9816.0,5863.0,6945.0,3852.0,2373.0,127.065628,37.611267,서울특별시 성북구 한천로76길 49
1014,광운중.광운인공지능고등학교,5172.0,1599.0,0.0,468.0,2714.0,6650.0,9893.0,42369.0,71964.0,28736.0,30254.0,42241.0,40064.0,50778.0,42135.0,46130.0,42011.0,44639.0,41133.0,28716.0,23116.0,19629.0,17298.0,10471.0,127.0566281734,37.6188434634,서울특별시 노원구 광운로1길 18
1015,벼루말교,6089.0,1131.0,0.0,1170.0,5588.0,8322.0,23498.0,69385.0,92846.0,47347.0,47119.0,55813.0,37578.0,51874.0,55993.0,42828.0,61510.0,72028.0,58933.0,40565.0,29625.0,28556.0,23380.0,12514.0,127.0552252263,37.6196650162,서울특별시 노원구 광운로1길 40
1016,광운대학교,17914.0,4134.0,0.0,2301.0,5253.0,19774.0,30727.0,85552.0,255368.0,135976.0,170354.0,244592.0,159902.0,224467.0,234612.0,178429.0,232601.0,262709.0,168772.0,108528.0,89205.0,96522.0,83087.0,42019.0,127.0581457879,37.6198429291,서울특별시 노원구 광운로 25
1017,월계삼거리,12278.0,2691.0,0.0,741.0,10462.0,23412.0,59425.0,156722.0,242759.0,138911.0,119547.0,137656.0,129801.0,147290.0,136912.0,128563.0,149562.0,177632.0,193023.0,148839.0,108082.0,108167.0,88124.0,45808.0,127.0598825713,37.6228651974,서울특별시 노원구 광운로 61
1018,광운대역,25208.0,3165.0,0.0,1911.0,7464.0,42734.0,98100.0,260772.0,277594.0,168697.0,113239.0,105874.0,107461.0,130170.0,120511.0,140668.0,167128.0,154850.0,168320.0,147504.0,109484.0,99503.0,83230.0,51385.0,127.0613442435,37.6231879357,서울특별시 노원구 석계로 98-2
1019,월계현대아파트,5471.0,1407.0,0.0,195.0,7854.0,11040.0,32955.0,111164.0,120430.0,59091.0,43410.0,38309.0,38410.0,40907.0,38709.0,46699.0,54444.0,51852.0,46009.0,40025.0,26864.0,26121.0,23739.0,15729.0,127.0632896546,37.6194843541,서울특별시 노원구 석계로 59
1020,물류센터,10627.0,2961.0,0.0,273.0,6843.0,8931.0,16548.0,85103.0,86234.0,56729.0,47103.0,48390.0,46774.0,49369.0,49416.0,79908.0,96195.0,82439.0,79532.0,72746.0,55219.0,43613.0,37904.0,23634.0,127.0640318343,37.6170537289,서울특별시 노원구 석계로 25
1021,석계역,27424.0,4771.0,3952.0,7207.0,9978.0,31918.0,72421.0,175572.0,253852.0,177988.0,156343.0,159934.0,166747.0,183677.0,175877.0,194847.0,225583.0,286448.0,345998.0,291490.0,190333.0,173960.0,154199.0,104398.0,127.0639696032,37.6152947954,서울특별시 노원구 석계로1길 14
1022,석관고등학교후문,0.0,0.0,0.0,0.0,1131.0,351.0,1287.0,2028.0,2730.0,1443.0,1950.0,1677.0,1560.0,1833.0,2925.0,4329.0,7293.0,1521.0,1287.0,819.0,741.0,585.0,117.0,78.0,127.0663167033,37.6107223439,서울특별시 성북구 한천로76길 59
1023,석계역1번출구,0.0,0.0,0.0,2964.0,3237.0,10569.0,4524.0,23205.0,93834.0,38298.0,56355.0,77142.0,39819.0,44421.0,47736.0,27534.0,33150.0,44265.0,53274.0,44616.0,24297.0,20943.0,14040.0,0.0,127.0649394519,37.6147437525,서울특별시 노원구 화랑로 333-4
1024,염천교,1029.0,2522.0,832.0,650.0,2676.0,9875.0,13760.0,37816.0,78872.0,53885.0,24114.0,29283.0,30997.0,32644.0,33538.0,40396.0,38122.0,77322.0,125347.0,57409.0,35565.0,30067.0,22655.0,11341.0,126.9709923515,37.5597519575,서울특별시 중구 의주로2가 칠패로 16
1025,중림동교차로,1369.0,1534.0,728.0,780.0,3833.0,15959.0,20459.0,25855.0,44479.0,28032.0,24408.0,30570.0,35357.0,38408.0,37950.0,42216.0,52372.0,61615.0,80729.0,57737.0,36786.0,31204.0,24133.0,9163.0,126.9691354395,37.5583836266,서울특별시 중구 청파로 433
1026,서울의료보건고등학교.서울역서부,10434.0,2938.0,962.0,962.0,4203.0,12085.0,12191.0,34529.0,78352.0,45658.0,37962.0,41628.0,53376.0,52389.0,49083.0,60651.0,68610.0,91471.0,118607.0,97856.0,74777.0,69649.0,60873.0,42338.0,126.9679392973,37.5565519034,서울특별시 중구 만리동1가 만리재로37길 8
1027,손기정체육공원입구,5106.0,2158.0,1274.0,598.0,3304.0,11641.0,25002.0,58627.0,94999.0,49930.0,40164.0,44006.0,47887.0,56445.0,60646.0,71474.0,77758.0,95660.0,111516.0,92910.0,69080.0,61177.0,52671.0,26110.0,126.9662339013,37.5544459527,서울특별시 중구 만리동2가 만리재로 183
1028,만리동고개,26240.0,5434.0,3718.0,3900.0,23823.0,80257.0,138413.0,337072.0,416386.0,289411.0,226010.0,203726.0,210927.0,204668.0,207457.0,251450.0,310789.0,293691.0,350536.0,290321.0,220268.0,219515.0,200984.0,111862.0,126.9622625784,37.5516189178,서울특별시 마포구 만리재로 133
1029,한겨레신문사,20956.0,3328.0,1638.0,4368.0,10512.0,55730.0,92307.0,250693.0,381883.0,231526.0,151270.0,129809.0,133818.0,131197.0,125122.0,134527.0,143720.0,174492.0,249971.0,203326.0,148355.0,131952.0,131832.0,81055.0,126.9589794255,37.5471556001,서울특별시 마포구 효창목길 6
1030,신덕성결교회,6027.0,2262.0,884.0,1326.0,3159.0,17776.0,33548.0,102052.0,170378.0,87549.0,53200.0,54628.0,57209.0,58392.0,54760.0,59904.0,75421.0,87958.0,116037.0,81124.0,51942.0,52202.0,46944.0,25079.0,126.9563171542,37.5459868255,서울특별시 마포구 만리재로 51
1031,공덕역.공덕시장,6512.0,5044.0,3276.0,1898.0,5868.0,31818.0,57960.0,185909.0,335107.0,171205.0,98723.0,87768.0,93202.0,101412.0,96462.0,107157.0,125573.0,133253.0,156059.0,111874.0,75576.0,64801.0,54661.0,28462.0,126.9531346414,37.5444131933,서울특별시 마포구 만리재로 18-1
1032,여의도순복음교회,1595.0,0.0,0.0,0.0,8710.0,113516.0,148174.0,260499.0,610218.0,404584.0,278666.0,176510.0,255126.0,177937.0,219616.0,179377.0,223363.0,283561.0,377675.0,191455.0,138015.0,130695.0,91340.0,28590.0,126.9241543204,37.5300112247,서울특별시 영등포구 은행로 54-2
1033,여의나루역,7407.0,0.0,0.0,0.0,1038.0,62464.0,74390.0,196922.0,339691.0,226763.0,138098.0,117911.0,128480.0,137045.0,167452.0,188597.0,241997.0,361554.0,474001.0,225497.0,188318.0,169816.0,134013.0,50718.0,126.9328494288,37.5264706671,서울특별시 영등포구 여의나루로 126
1034,여의도중학교,871.0,0.0,0.0,0.0,44.0,10393.0,11306.0,46163.0,62384.0,39470.0,24653.0,33644.0,34338.0,33022.0,35886.0,51198.0,56591.0,48709.0,61249.0,30678.0,35850.0,29996.0,23944.0,6647.0,126.9358573054,37.5244746033,서울특별시 영등포구 여의동로 300-2
1035,63빌딩.가톨릭대학교여의도성모병원,2282.0,0.0,0.0,0.0,1254.0,43974.0,80183.0,218420.0,391784.0,270027.0,167888.0,170380.0,131395.0,145100.0,154835.0,169663.0,197663.0,285195.0,493552.0,170864.0,130690.0,129916.0,87807.0,32871.0,126.9377092728,37.5191618125,서울특별시 영등포구 63로 33-2
1036,여의동주민센터,1130.0,0.0,0.0,0.0,1034.0,17470.0,27206.0,31954.0,64133.0,57491.0,46008.0,47549.0,47154.0,42785.0,44713.0,43374.0,52019.0,60957.0,68759.0,40072.0,32999.0,29584.0,28254.0,12799.0,126.9340468241,37.5183515379,서울특별시 영등포구 국제금융로 112
1037,유진투자증권,507.0,0.0,0.0,0.0,2480.0,39089.0,42193.0,102010.0,182370.0,118737.0,60978.0,64135.0,63308.0,72764.0,74481.0,79526.0,81419.0,115765.0,132854.0,64036.0,53035.0,40956.0,23549.0,10953.0,,,
1038,하나은행여의도지점,1092.0,0.0,0.0,0.0,0.0,7862.0,14486.0,28991.0,59402.0,42102.0,26979.0,28594.0,28191.0,30235.0,31750.0,30773.0,35583.0,59810.0,66631.0,38491.0,31486.0,28547.0,17398.0,10083.0,126.9313223629,37.5211596134,서울특별시 영등포구 국제금융로 78
1039,공덕시장,18850.0,5044.0,1924.0,2184.0,3413.0,12670.0,40230.0,95569.0,191321.0,128925.0,106693.0,99213.0,107945.0,118895.0,114155.0,132078.0,147756.0,192665.0,268668.0,199701.0,143527.0,140017.0,128620.0,77044.0,126.9541672852,37.5443868565,서울특별시 마포구 만리재로 25
1040,손기정체육공원,2946.0,1846.0,312.0,1872.0,5604.0,12333.0,30563.0,68635.0,81786.0,63256.0,53451.0,49269.0,50282.0,53128.0,51378.0,49602.0,53622.0,60028.0,76299.0,51710.0,39353.0,32850.0,29486.0,14811.0,126.9664230215,37.5542153265,서울특별시 용산구 만리재로 182
1041,서울역서부,8544.0,5408.0,1560.0,2314.0,6761.0,21130.0,37911.0,77832.0,139821.0,94473.0,82235.0,90578.0,104250.0,115581.0,119581.0,139385.0,161392.0,175697.0,205325.0,155069.0,107706.0,108840.0,79972.0,17266.0,126.969248154,37.5558357207,서울특별시 중구 남대문로5가 퇴계로 33
1042,금란교회,8900.0,1947.0,344.0,0.0,11222.0,29108.0,48167.0,110641.0,158414.0,73376.0,72762.0,66634.0,84122.0,72783.0,73750.0,86996.0,102868.0,105753.0,114794.0,91576.0,56220.0,51659.0,38864.0,21830.0,127.10215,37.60118,서울특별시 중랑구 망우로71길 16
